,Year,Category,Motivation,Prize Share,Laureate ID,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Winning_age,Age_x_x,Age_y_x,Age_x_y,Age_y_y,Age_x_x,Age_y_x,Age_x_y,Age_y_y
852,2009,Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3,837,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,,,,57.0,67.0,,,,,,,
853,2009,Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3,837,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Massachusetts General Hospital,"Boston, MA",United States of America,,,,57.0,67.0,,,,,,,
854,2009,Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3,837,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Howard Hughes Medical Institute,,,,,,57.0,67.0,,,,,,,
855,2009,Peace,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,1/1,845,Barack H. Obama,1961-08-04,"Honolulu, HI",United States of America,Male, 44th President of the United States of America,,,,,,48.0,58.0,,58.0,,58.0,,58.0,
856,2009,Physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,1/2,838,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,,,,76.0,86.0,,,,,,,
857,2009,Physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,1/2,838,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Chinese University of Hong Kong,Hong Kong,China,,,,76.0,86.0,,,,,,,
858,2009,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,1/4,839,Willard S. Boyle,1924-08-19,"Amherst, NS",Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,2011-05-07,"Truro, NS",Canada,85.0,87.0,,,,,,,
859,2009,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,1/4,840,George E. Smith,1930-05-10,"White Plains, NY",United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,,,,79.0,89.0,,,,,,,
860,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,1/3,851,Richard F. Heck,1931-08-15,"Springfield, MA",United States of America,Male,University of Delaware,,United States of America,2015-10-09,Manila,Philippines,79.0,84.0,,,,,,,
861,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,1/3,852,Ei-ichi Negishi,1935-07-14,Changchun,China,Male,Purdue University,"West Lafayette, IN",United States of America,,,,75.0,84.0,,,,,,,
862,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,1/3,853,Akira Suzuki,1930-09-12,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,,,,80.0,89.0,,,,,,,
863,2010,Economics,for their analysis of markets with search frictions,1/3,856,Peter A. Diamond,1940-04-29,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,,70.0,79.0,,,,,,,
864,2010,Economics,for their analysis of markets with search frictions,1/3,857,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,Male,Northwestern University,"Evanston, IL",United States of America,2014-01-09,"Wilmette, IL",United States of America,71.0,75.0,,,,,,,
865,2010,Economics,for their analysis of markets with search frictions,1/3,857,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,Male,Aarhus University,Aarhus,Denmark,2014-01-09,"Wilmette, IL",United States of America,71.0,75.0,,,,,,,
866,2010,Economics,for their analysis of markets with search frictions,1/3,858,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,,,,62.0,71.0,,,,,,,
867,2010,Literature,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",1/1,854,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Male,Self,,Peru,,,,74.0,83.0,,83.0,,83.0,,83.0,
868,2010,Medicine,for the development of in vitro fertilization,1/1,848,Robert G. Edwards,1925-09-27,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-04-10,Cambridge,United Kingdom,85.0,88.0,,,,,,,
869,2010,Peace,for his long and non-violent struggle for fundamental human rights in China,1/1,855,Liu Xiaobo,1955-12-28,Shanghai,China,Male,Self,,China,,,,55.0,64.0,,64.0,,64.0,,64.0,
870,2010,Physics,for groundbreaking experiments regarding the two-dimensional material graphene,1/2,849,Andre Geim,1958-10-21,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,,,,52.0,61.0,,,,,,,
871,2010,Physics,for groundbreaking experiments regarding the two-dimensional material graphene,1/2,850,Konstantin Novoselov,1974-08-23,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,,,,36.0,45.0,,,,,,,
872,2011,Chemistry,for the discovery of quasicrystals,1/1,867,Dan Shechtman,1941-01-24,Tel Aviv,British Mandate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,70.0,78.0,,,,,,,
873,2011,Economics,for their empirical research on cause and effect in the macroeconomy,1/2,872,Thomas J. Sargent,1943-07-19,"Pasadena, CA",United States of America,Male,New York University,"New York, NY",United States of America,,,,68.0,76.0,,,,,,,
874,2011,Economics,for their empirical research on cause and effect in the macroeconomy,1/2,873,Christopher A. Sims,1942-10-21,"Washington, DC",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,,69.0,77.0,,,,,,,
875,2011,Literature,"because, through his condensed, translucent images, he gives us fresh access to reality",1/1,868,Tomas Tranströmer,1931-04-15,Stockholm,Sweden,Male,Self,,Sweden,2015-03-26,Stockholm,Sweden,80.0,84.0,,84.0,,84.0,,84.0,
876,2011,Medicine,for their discoveries concerning the activation of innate immunity,1/4,861,Bruce A. Beutler,1957-12-29,"Chicago, IL",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,,54.0,62.0,,,,,,,
877,2011,Medicine,for their discoveries concerning the activation of innate immunity,1/4,861,Bruce A. Beutler,1957-12-29,"Chicago, IL",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,,54.0,62.0,,,,,,,
878,2011,Medicine,for their discoveries concerning the activation of innate immunity,1/4,862,Jules A. Hoffmann,1941-08-02,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,,,,70.0,78.0,,,,,,,
879,2011,Medicine,for his discovery of the dendritic cell and its role in adaptive immunity,1/2,863,Ralph M. Steinman,1943-01-14,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,2011-09-30,,,68.0,68.0,,,,,,,
880,2011,Peace,for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work,1/3,869,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Female,Self,,Liberia,,,,73.0,81.0,,81.0,,81.0,,81.0,
881,2011,Peace,for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work,1/3,870,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Female,Self,,Liberia,,,,39.0,47.0,,47.0,,47.0,,47.0,
882,2011,Peace,for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work,1/3,871,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Female,Self,,Yemen,,,,32.0,40.0,,40.0,,40.0,,40.0,
883,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/2,864,Saul Perlmutter,,"Champaign-Urbana, IL",United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,,,,59.5518018018018,81.0,,,,,,,
884,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/2,864,Saul Perlmutter,,"Champaign-Urbana, IL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,59.5518018018018,81.0,,,,,,,
885,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/4,865,Brian P. Schmidt,1967-02-24,"Missoula, MT",United States of America,Male,Australian National University,Weston Creek,Australia,,,,44.0,52.0,,,,,,,
886,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/4,866,Adam G. Riess,1969-12-16,"Washington, DC",United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,,,,42.0,50.0,,,,,,,
887,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/4,866,Adam G. Riess,1969-12-16,"Washington, DC",United States of America,Male,Space Telescope Science Institute,"Baltimore, MD",United States of America,,,,42.0,50.0,,,,,,,
888,2012,Chemistry,for studies of G-protein-coupled receptors,1/2,878,Robert J. Lefkowitz,1943-04-15,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,,,,,,69.0,76.0,,,,,,,
889,2012,Chemistry,for studies of G-protein-coupled receptors,1/2,878,Robert J. Lefkowitz,1943-04-15,"New York, NY",United States of America,Male,Duke University Medical Center,"Durham, NC",United States of America,,,,69.0,76.0,,,,,,,
890,2012,Chemistry,for studies of G-protein-coupled receptors,1/2,879,Brian K. Kobilka,1955-05-30,"Little Falls, MN",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,,57.0,64.0,,,,,,,
891,2012,Economics,for the theory of stable allocations and the practice of market design,1/2,882,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,,61.0,68.0,,,,,,,
892,2012,Economics,for the theory of stable allocations and the practice of market design,1/2,882,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,Male,Harvard Business School,"Boston, MA",United States of America,,,,61.0,68.0,,,,,,,
893,2012,Economics,for the theory of stable allocations and the practice of market design,1/2,883,Lloyd S. Shapley,1923-06-02,"Cambridge, MA",United States of America,Male,University of California,"Los Angeles, CA",United States of America,2016-03-12,"Tucson, AZ",United States of America,89.0,93.0,,,,,,,
894,2012,Literature,"who with hallucinatory realism merges folk tales, history and the contemporary",1/1,880,Mo Yan,1955-02-02,Gaomi,China,Male,Self,,China,,,,57.0,64.0,,64.0,,64.0,,64.0,
895,2012,Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,1/2,874,Sir John B. Gurdon,1933-10-02,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,,,,79.0,86.0,,,,,,,
896,2012,Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,1/2,875,Shinya Yamanaka,1962-09-04,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,,,,50.0,57.0,,,,,,,
897,2012,Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,1/2,875,Shinya Yamanaka,1962-09-04,Osaka,Japan,Male,Gladstone Institutes,"San Francisco, CA",United States of America,,,,50.0,57.0,,,,,,,
898,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,1/2,876,Serge Haroche,1944-09-11,Casablanca,Morocco,Male,Collège de France,Paris,France,,,,68.0,75.0,,,,,,,
899,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,1/2,876,Serge Haroche,1944-09-11,Casablanca,Morocco,Male,École Normale Supérieure,Paris,France,,,,68.0,75.0,,,,,,,
900,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,1/2,877,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,,,,68.0,75.0,,,,,,,
901,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,1/2,877,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,,,,68.0,75.0,,,,,,,
902,2013,Chemistry,for the development of multiscale models for complex chemical systems,1/3,889,Martin Karplus,1930-03-15,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,,,,83.0,89.0,,,,,,,
903,2013,Chemistry,for the development of multiscale models for complex chemical systems,1/3,889,Martin Karplus,1930-03-15,Vienna,Austria,Male,Harvard University,"Cambridge, MA",United States of America,,,,83.0,89.0,,,,,,,
904,2013,Chemistry,for the development of multiscale models for complex chemical systems,1/3,890,Michael Levitt,1947-05-09,Pretoria,South Africa,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,,66.0,72.0,,,,,,,
905,2013,Chemistry,for the development of multiscale models for complex chemical systems,1/3,891,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,University of Southern California,"Los Angeles, CA",United States of America,,,,73.0,79.0,,,,,,,
906,2013,Economics,for their empirical analysis of asset prices,1/3,894,Eugene F. Fama,1939-02-14,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,,74.0,80.0,,,,,,,
907,2013,Economics,for their empirical analysis of asset prices,1/3,895,Lars Peter Hansen,1952-10-26,"Urbana, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,,61.0,67.0,,,,,,,
908,2013,Economics,for their empirical analysis of asset prices,1/3,896,Robert J. Shiller,1946-03-29,"Detroit, MI",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,,67.0,73.0,,,,,,,
909,2013,Literature,master of the contemporary short story,1/1,892,Alice Munro,1931-07-10,Wingham,Canada,Female,Self,,Canada,,,,82.0,88.0,,88.0,,88.0,,88.0,
910,2013,Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3,884,James E. Rothman,1950-11-03,"Haverhill, MA",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,,63.0,69.0,,,,,,,
911,2013,Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3,885,Randy W. Schekman,1948-12-30,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,65.0,71.0,,,,,,,
